Wall time,Step,Value
1592211123.038406,0,0.6560677289962769
1592211151.393232,1,0.5024764537811279
1592211179.492225,2,0.460875540971756
1592211207.645399,3,0.4304278790950775
1592211235.745602,4,0.41299009323120117
1592211264.12768,5,0.39522823691368103
1592211292.232834,6,0.38023480772972107
1592211320.399059,7,0.3709063231945038
1592211348.496686,8,0.35698583722114563
1592211376.594629,9,0.3387170732021332
1592211404.67637,10,0.3343994915485382
1592211432.769455,11,0.3245243728160858
1592211460.945047,12,0.3189440369606018
1592211489.004513,13,0.3038715422153473
1592211517.039751,14,0.2951739430427551
1592211545.09943,15,0.2882172465324402
1592211573.361388,16,0.28469687700271606
1592211601.373076,17,0.2743404805660248
1592211629.412075,18,0.2716858685016632
1592211657.46805,19,0.25543710589408875
1592211685.554105,20,0.2529110610485077
1592211713.600411,21,0.24223484098911285
1592211741.647781,22,0.23868878185749054
1592211769.796112,23,0.2373613864183426
1592211797.835704,24,0.22750379145145416
1592211825.86636,25,0.22290728986263275
1592211853.901687,26,0.21628598868846893
1592211882.154272,27,0.21272198855876923
1592211910.202441,28,0.21293675899505615
1592211938.221385,29,0.20385831594467163
1592211966.217823,30,0.20067240297794342
1592211994.229534,31,0.20508544147014618
1592212022.232063,32,0.19442634284496307
1592212050.25836,33,0.20046743750572205
1592212078.39401,34,0.18419209122657776
1592212106.442355,35,0.19016072154045105
1592212134.489693,36,0.18524803221225739
1592212162.509673,37,0.1784844696521759
1592212190.670264,38,0.1756667196750641
1592212218.637777,39,0.17534689605236053
1592212246.639497,40,0.16575957834720612
1592212274.619758,41,0.16963417828083038
1592212302.620801,42,0.17011097073554993
1592212330.60805,43,0.16165903210639954
1592212358.622688,44,0.16273783147335052
1592212386.733053,45,0.15718801319599152
1592212414.737963,46,0.16007544100284576
1592212442.71009,47,0.15458709001541138
1592212470.668366,48,0.14938117563724518
1592212498.85933,49,0.15073375403881073
1592212526.882124,50,0.14905063807964325
1592212554.88983,51,0.14968496561050415
1592212582.910986,52,0.1425257921218872
1592212610.912032,53,0.14366938173770905
1592212639.316988,54,0.14061281085014343
1592212667.910524,55,0.1464032232761383
1592212696.354275,56,0.14683331549167633
1592212724.665238,57,0.13674545288085938
1592212753.119883,58,0.13966839015483856
1592212781.592655,59,0.13837873935699463
