,ra,dec
24685,174.78409,66.518715
24686,174.25362,66.6317
24687,174.93348,65.926244
24688,174.45554,66.621983
24689,174.89921,66.23095
24690,174.3332,66.633799
24691,174.31549,66.266141
24692,174.83116,66.388632
24693,174.48499,66.081334
24694,174.84621,66.353983
24695,174.36694,66.541085
24696,173.45527,66.476944
24697,173.99879,67.027345
24698,65.164432,7.45165
24699,65.222881,7.446354
24700,65.178266,7.443843
24701,65.243941,7.522636
24702,65.156101,7.473052
24703,65.718227,7.21832
24704,65.55869,6.961493
24705,65.648906,6.932681
24706,65.643409,7.215694
24707,65.445378,6.825773
24708,65.793946,7.123659
24709,65.492699,6.830668
24710,65.55599,6.873633
24711,230.81691,30.788492
24712,230.7904,30.938198
24713,230.88152,30.791251
24714,230.7862,30.866189
24715,230.97908,30.846624
24716,230.68737,30.825472
24717,230.69454,31.366323
24718,230.75623,31.288301
24719,230.83824,31.151007
24720,230.71385,31.123731
24721,230.70083,31.163499
24722,230.79685,31.021273
24723,230.7824,31.140642
24724,230.78932,31.375094
24725,230.75825,31.223818
24726,230.74171,31.249187
24727,230.80365,30.964924
24728,230.81247,30.992795
24729,230.82768,31.11941
24730,230.72844,31.352979
24731,230.75264,31.342399
24732,230.75953,30.99789
24733,230.84092,30.959316
24734,230.81341,31.012166
24735,230.7513,31.421532
24736,231.53202,30.430972
24737,231.17956,30.483988
24738,231.09504,30.382733
24739,231.00714,30.493147
24740,231.11947,30.543761
24741,231.30478,30.444079
24742,231.30333,30.555915
24743,231.5766,30.379712
24744,231.56515,30.521256
24745,231.11741,30.624524
24746,231.59931,30.833594
24747,231.3295,30.507303
24748,231.52485,30.664383
24749,231.34212,30.458926
24750,231.33584,30.547719
24751,231.07585,30.731736
24752,231.00169,30.690393
24753,231.34639,30.791209
24754,231.19688,30.474861
24755,230.85572,31.206857
24756,230.95285,31.342062
24757,230.89076,31.091037
24758,230.86683,31.060644
24759,230.89293,31.346618
24760,230.98652,31.249151
24761,230.87472,31.403312
24762,230.9266,31.331444
24763,230.90535,31.554189
24764,230.96186,31.146264
24765,230.84483,30.986473
24766,230.84464,31.039573
24767,231.02634,31.096883
24768,156.49197,24.993615
24769,156.51069,25.055551
24770,156.56352,25.027133
24771,156.56997,25.109397
24772,156.51543,25.085283
24773,156.53944,24.941433
24774,156.73293,26.334327
24775,156.77432,26.344694
24776,156.84753,26.412397
24777,156.64523,25.899958
24778,156.7996,26.310382
24779,156.86456,26.006476
24780,156.6305,25.814491
24781,156.72132,25.846966
24782,156.61874,25.735246
24783,156.65631,25.688254
24784,156.72659,25.671914
24785,156.58549,25.660151
24786,156.67856,25.403452
24787,156.6967,25.325831
24788,156.8519,25.533004
24789,156.67209,25.18793
24790,156.75996,25.28984
24791,156.76035,25.342425
24792,156.74395,25.165367
24793,156.78358,25.324722
24794,156.91379,26.251469
24795,156.92782,26.089986
24796,156.98099,26.433056
24797,156.94109,25.954221
24798,156.86262,25.866327
24799,156.95081,25.988217
24800,156.98119,25.866983
24801,156.96278,26.068297
24802,156.79906,25.638079
24803,156.92676,26.037542
24804,174.12395,66.753718
24805,173.3372,66.569594
24806,173.00339,67.340427
24807,173.79813,66.712169
24808,173.939,66.753325
24809,174.08234,67.212917
24810,173.72705,67.340722
24811,174.06045,66.795611
24812,173.48307,67.018642
24813,173.85981,66.688304
24814,173.93116,67.060221
24815,173.29254,67.281918
24816,173.66456,66.895519
24817,174.25799,66.706119
24818,173.10644,67.068537
24819,170.93034,16.317337
24820,170.99227,16.080576
24821,171.01946,16.219084
24822,171.0833,16.212529
24823,171.00456,16.233158
24824,170.91247,16.159379
24825,171.19253,16.280848
24826,170.97128,15.795391
24827,171.17939,16.092875
24828,170.92514,15.792943
24829,170.94741,16.109676
24830,171.17369,16.145066
24831,170.93859,16.08904
24832,171.33546,16.613785
24833,171.45144,16.64428
24834,171.42645,16.68867
24835,171.27134,16.473865
24836,171.44374,16.684744
24837,171.17808,16.511225
24838,171.26322,16.74566
24839,171.25176,16.385609
24840,171.22246,16.717191
24841,171.16879,16.79174
24842,171.50894,17.185622
24843,171.35222,16.788666
24844,171.19862,16.824237
24845,171.4976,16.863347
24846,171.50883,16.640698
24847,171.23714,16.840701
24848,170.72362,15.873268
24849,170.52432,15.793761
24850,170.56643,16.056691
24851,170.72317,15.983332
24852,170.72999,16.011303
24853,170.49388,15.801151
24854,170.52917,15.818059
24855,170.87234,15.915724
24856,170.52872,16.161574
24857,170.88186,16.127077
24858,170.87282,16.285505
24859,170.65042,16.323301
24860,170.54072,16.018057
24861,170.89214,16.211663
24862,170.55459,16.147572
24863,170.70007,15.933753
24864,170.90668,16.239224
24865,170.86713,16.259656
24866,170.9295,16.445031
24867,170.97151,16.760031
24868,170.97667,16.465142
24869,116.90982,31.632521
24870,116.8613,31.588658
24871,116.8761,31.646655
24872,116.67479,31.44593
24873,116.74961,31.55679
24874,116.82079,31.813584
24875,116.93655,31.808486
24876,116.90061,31.616554
24877,116.79828,31.801375
24878,116.9883,31.830147
24879,116.83804,31.875126
24880,116.96853,31.833515
24881,116.70277,31.801966
24882,117.12203,31.87192
24883,116.83262,31.746959
24884,116.68772,31.697024
24885,116.34085,31.026018
24886,116.50355,31.239943
24887,116.23184,31.005859
24888,116.36843,31.151478
24889,116.17834,30.998834
24890,116.18776,30.91889
24891,116.20461,31.003971
24892,116.35939,31.049256
24893,116.39114,31.022859
24894,116.55221,31.207721
24895,116.28996,31.063207
24896,116.38866,31.179158
24897,116.45244,31.279853
24898,116.09089,31.290953
24899,116.6283,31.284458
24900,116.15368,30.777977
24901,116.26746,30.932853
24902,116.31121,31.035418
24903,116.45627,31.378377
24904,116.56597,31.394737
24905,116.53025,31.653218
24906,116.57763,31.331478
24907,116.42363,31.715737
24908,116.538,31.299112
24909,116.48216,31.394616
24910,170.01443,57.816839
24911,170.23097,58.003487
24912,116.13522,33.095544
24913,116.07777,33.415296
24914,116.01389,33.077409
24915,116.11904,33.528698
24916,116.16579,33.04825
24917,116.18938,32.789095
24918,116.15258,33.228904
24919,116.10183,33.180101
24920,116.08288,32.810583
24921,116.1191,33.376752
24922,116.13625,32.666805
24923,115.99276,32.761091
24924,115.77032,32.622086
24925,115.7666,32.156457
24926,115.83147,32.231469
24927,115.80271,32.355905
24928,115.94834,32.490835
24929,115.75213,32.361672
24930,115.89659,32.176371
24931,115.88771,31.967485
24932,115.89939,32.094917
24933,115.76645,32.043314
24934,115.92038,31.94979
24935,115.75005,32.331761
24936,115.66152,32.343043
24937,116.27642,33.0293
24938,116.23706,33.317757
24939,116.2878,33.115383
24940,116.2927,33.191075
24941,116.22479,33.350069
24942,116.27011,33.215691
24943,116.32334,32.976408
24944,116.36557,33.203845
24945,116.2155,33.373068
24946,116.2579,33.015295
24947,116.36326,32.782959
24948,116.34402,32.99665
24949,116.2022,33.038658
24950,116.28199,32.945442
24951,116.31208,32.762078
24952,116.20038,32.731839
24953,116.30283,32.978342
24954,116.24722,32.804851
24955,116.10065,32.563654
24956,116.23448,32.149969
24957,116.01639,32.577264
24958,115.95965,32.475164
24959,116.17857,32.55945
24960,12.311561,29.324061
24961,12.281535,29.235094
24962,12.300544,28.938178
24963,12.445859,29.02445
24964,12.38269,28.646212
24965,12.435924,28.893496
24966,12.399562,29.266501
24967,12.429326,29.308691
24968,12.45012,28.880428
24969,12.477196,28.913619
24970,12.418403,28.629685
24971,12.360653,28.571994
24972,12.352587,28.271249
24973,12.432737,28.350558
24974,12.385529,28.580606
24975,12.460667,28.253437
24976,12.408928,28.466915
24977,12.539176,28.199376
24978,12.46158,28.083694
24979,12.390828,28.06401
24980,12.550679,28.160015
24981,12.595971,29.369114
24982,12.678963,29.455726
24983,12.565899,29.160833
24984,12.627246,29.237206
24985,12.639027,29.071603
24986,12.571112,28.918748
24987,12.60749,28.983701
24988,12.543296,28.834133
24989,12.60242,28.746641
24990,12.538615,28.704586
24991,12.500144,28.699428
24992,12.703476,28.486231
24993,12.57921,28.146676
24994,12.679547,28.452952
24995,12.753808,28.303297
24996,12.688439,28.335418
24997,311.6344,0.94248372
24998,311.83374,0.99562973
24999,311.85724,0.7232902
25000,311.69998,0.72772866
25001,311.66278,0.73271066
25002,23.021679,28.104455
25003,22.966749,28.335735
25004,22.798087,28.60364
25005,22.953045,27.932324
25006,23.006424,27.671753
25007,23.02281,27.75564
25008,22.926643,27.685627
25009,23.000904,27.73827
25010,22.882446,27.889704
25011,22.963711,27.683973
25012,22.871435,27.476116
25013,22.982741,27.539159
25014,23.061524,27.44445
25015,22.931631,27.541163
25016,186.89945,54.1221
25017,187.06712,54.15771
25018,187.05443,54.112898
25019,186.60063,53.904464
25020,186.94568,54.158725
25021,187.04315,53.795854
25022,186.65326,53.974052
25023,186.75357,53.913631
25024,187.2085,53.869245
25025,186.85634,54.146115
25026,186.29993,54.506208
25027,185.95282,54.308006
25028,186.24721,54.26457
25029,186.30149,54.30111
25030,185.83593,54.881929
25031,185.97353,54.461699
25032,186.2112,54.324593
25033,185.68698,54.927977
25034,186.31397,54.945463
25035,186.47307,54.335182
25036,185.75134,54.742551
25037,186.44095,54.611931
25038,186.17751,54.744843
25039,186.59196,56.094333
25040,186.68349,56.071009
25041,186.3789,55.74088
25042,186.72542,56.118778
25043,186.31768,56.071576
25044,186.88757,56.086119
25045,186.57012,56.000589
25046,186.50875,55.939683
25047,186.10637,55.738296
25048,186.55201,56.090761
25049,186.59497,55.822036
25050,186.36684,55.908255
25051,186.8696,55.93254
25052,186.8835,56.067616
25053,185.78317,55.627262
25054,186.1457,55.608319
25055,186.02044,55.318893
25056,185.71256,55.395081
25057,185.81141,54.967879
25058,186.18131,55.279117
25059,186.03455,55.520008
25060,185.83135,55.128003
25061,186.03074,55.503367
25062,193.44973,22.739596
25063,193.48791,22.836374
25064,193.4253,22.965702
25065,193.43273,22.925209
25066,193.45682,22.69454
25067,193.3565,22.989372
25068,193.42269,23.051999
25069,193.39759,22.994127
25070,193.39345,23.289526
25071,193.2081,23.235817
25072,193.22545,23.413129
25073,193.24842,23.18449
25074,193.34069,23.380401
25075,193.41532,23.580538
25076,193.40002,23.619443
25077,193.38115,23.636737
25078,193.27248,23.680468
25079,193.29536,23.679159
25080,193.3846,23.753388
25081,193.25122,23.734085
25082,193.25124,23.686296
25083,193.27176,23.740323
25084,193.31503,22.449725
25085,193.23623,22.387372
25086,193.26067,22.416007
25087,193.17329,22.666997
25088,193.27457,22.787664
25089,193.17317,22.725447
25090,193.11277,22.988142
25091,193.31078,23.119503
25092,193.10925,23.09059
25093,193.25126,22.87421
25094,193.15293,22.867496
25095,193.11018,23.405327
25096,193.08692,23.432531
25097,193.15428,23.239394
25098,236.38478,2.7226648
25099,236.49732,2.855669
25100,236.40128,2.6998807
25101,236.33622,2.7616738
25102,236.44798,2.6488262
25103,236.45519,2.7856975
25104,236.35571,2.7891027
25105,236.42643,2.7991401
25106,236.51751,2.5479769
25107,236.5102,2.5231568
25108,236.40417,2.2806082
25109,236.51083,2.604609
25110,236.42898,2.3079256
25111,236.48223,2.4197325
25112,236.50585,2.5650414
25113,236.42251,2.5109731
25114,236.54383,2.4868125
25115,236.54116,2.1796054
25116,236.56022,2.2328033
25117,236.39757,2.1424958
25118,236.57527,2.3757311
25119,236.52797,2.1092897
25120,236.50654,2.3013242
25121,236.57552,3.0655349
25122,199.15933,30.759954
25123,199.2054,30.850423
25124,199.28738,30.973784
25125,157.08009,26.015407
25126,157.11623,25.805076
25127,157.11459,26.052866
25128,157.04105,25.806772
25129,157.03062,25.763067
25130,157.10196,25.835133
25131,157.09695,25.705378
25132,157.12315,25.885696
25133,157.21634,25.579928
25134,157.18598,25.505094
25135,157.12872,25.462709
25136,157.27151,25.47346
25137,157.18966,25.073553
25138,157.13331,25.327597
25139,157.13778,25.152692
25140,157.11967,25.355823
25141,157.07954,25.104127
25142,157.18863,25.042009
25143,157.2425,25.173904
25144,157.08435,25.087241
25145,231.16242,53.127726
25146,231.40726,53.316517
25147,231.18584,53.550718
25148,231.67544,54.370171
25149,231.41211,54.555217
25150,231.46277,54.126479
25151,231.25108,54.155219
25152,231.59115,54.278384
25153,231.69832,54.532687
25154,231.20551,54.025787
25155,231.5122,53.934755
25156,231.31102,53.933005
25157,231.39338,53.890455
25158,231.14379,54.090271
25159,231.4279,53.904284
25160,231.3323,53.848716
25161,231.56017,53.601734
25162,231.6753,53.539457
25163,231.51047,53.857037
25164,231.6506,53.779558
25165,231.63599,53.512057
25166,231.5428,53.369543
25167,231.61994,53.8206
25168,231.52821,53.397494
25169,231.59049,53.462847
25170,231.58002,53.210774
25171,231.59388,53.319209
25172,231.43252,53.288318
25173,231.8556,54.631173
25174,231.76295,54.532861
25175,231.89307,54.16616
25176,231.93365,54.64879
25177,231.89097,54.023314
25178,231.94247,54.502267
25179,231.83413,54.241896
25180,231.84017,53.957193
25181,231.80677,53.986269
25182,231.86758,54.203196
25183,231.75203,54.224021
25184,231.76616,54.106943
25185,231.74538,54.32862
25186,231.68773,54.124399
25187,231.71947,54.286932
25188,168.69179,22.239212
25189,168.97254,22.31813
25190,168.95048,22.617487
25191,168.80498,22.263634
25192,168.93098,22.085453
25193,169.29874,22.067426
25194,168.95447,22.098353
25195,168.96392,22.050833
25196,169.09273,21.974008
25197,168.79696,22.037308
25198,168.91742,21.954865
25199,168.95249,21.930143
25200,169.25317,21.893232
25201,169.0632,21.862818
25202,168.98933,21.875494
25203,169.26302,21.784415
25204,169.24136,21.790376
25205,169.21737,21.691461
25206,169.16331,21.691529
25207,168.95537,21.684153
25208,168.91573,21.710998
25209,169.52017,22.499148
25210,169.56148,22.422228
25211,169.55805,22.348278
25212,169.65013,22.165265
25213,169.3222,22.492454
25214,169.31244,22.472465
25215,169.37988,22.463111
25216,169.52737,22.221263
25217,169.59174,22.19619
25218,169.682,22.240495
25219,169.71782,22.129882
25220,169.71202,22.153045
25221,169.65354,22.10719
25222,169.4708,22.31831
25223,169.60912,22.09938
25224,169.29923,22.503771
25225,169.40768,21.973872
25226,169.75872,21.799219
25227,169.5138,21.819995
25228,148.08728,0.97031516
25229,148.13787,0.98408445
25230,148.20619,0.95540114
25231,148.05468,0.92452048
25232,148.03551,0.929627
25233,148.27178,0.8443218
25234,148.03558,0.97315437
25235,148.52474,0.65054949
25236,148.56238,0.56457321
25237,148.46686,0.56135996
25238,148.54249,0.60547208
25239,148.61056,0.47630546
25240,148.58608,0.67695265
25241,148.55894,0.63831949
25242,148.50585,0.49759475
25243,148.64297,0.69178339
25244,148.60823,0.60640483
25245,148.53515,0.33165732
25246,148.45264,0.20496516
25247,148.46508,0.42882728
25248,148.50917,0.23923705
25249,148.55923,0.25539659
25250,148.61933,0.25455036
25251,148.34836,1.0864122
25252,148.34463,1.1424065
25253,148.29094,1.1770019
25254,148.33607,1.0306268
25255,148.40118,1.0127249
25256,148.32598,0.88944426
25257,148.41749,0.9181401
25258,148.30144,0.97190834
25259,148.35329,0.91225836
25260,148.28534,0.7705913
25261,148.29993,1.0584058
25262,148.34859,0.77161295
25263,148.55166,0.80530386
25264,148.38996,0.92365105
25265,148.29933,0.85746074
25266,147.23639,58.086947
25267,147.224,57.871962
25268,147.339,58.135042
25269,146.99966,57.782791
25270,147.02875,57.904304
25271,147.1944,57.786552
25272,147.20887,57.823043
25273,147.23929,57.769784
25274,147.27862,57.903994
25275,147.28483,57.767648
25276,147.31076,57.752359
25277,147.05833,57.621309
25278,147.40709,58.804486
25279,147.57897,58.715432
25280,147.34989,58.743592
25281,147.39944,58.722602
25282,147.15288,58.689337
25283,147.21971,58.443896
25284,147.49787,58.563368
25285,147.28376,58.3813
25286,147.5321,58.534166
25287,147.26564,58.477469
25288,147.4934,58.317654
25289,147.44956,58.241132
25290,147.40546,58.041126
25291,147.62313,57.909539
25292,147.48758,58.074647
25293,147.59832,58.015672
25294,147.59348,58.056058
25295,147.60558,57.876019
25296,147.55728,57.882251
25297,147.52205,57.84027
25298,147.56421,57.841081
25299,147.64797,57.758187
25300,147.48077,57.740582
25301,147.49269,57.647343
25302,147.39584,57.659228
25303,147.72779,58.749966
25304,147.65497,58.829117
25305,147.78034,58.669186
25306,147.88812,58.608269
25307,118.26745,33.074966
25308,118.41531,33.222048
25309,118.40406,33.325532
25310,167.54859,28.267838
25311,167.67732,28.438886
25312,167.73279,28.543805
25313,167.57677,28.286959
25314,167.55546,28.474013
25315,167.6944,28.278495
25316,167.73051,28.469577
25317,167.7479,28.509639
25318,167.70248,28.35871
25319,167.7271,28.562253
25320,167.63157,28.512016
25321,167.64138,28.492569
25322,167.61391,28.096381
25323,167.72075,28.596214
25324,167.67804,28.605209
25325,167.53782,28.612031
25326,167.63149,28.397807
25327,167.50662,28.429549
25328,166.60828,27.744289
25329,166.30797,27.163271
25330,166.39961,27.683058
25331,166.31111,27.810597
25332,166.50647,27.627497
25333,166.27049,27.850697
25334,22.894489,27.506202
25335,22.997489,27.40591
25336,23.029548,27.723097
25337,23.012524,27.626851
25338,23.057268,27.5834
25339,23.041377,27.47074
25340,23.059668,27.565066
25341,23.160483,28.660702
25342,23.137548,28.496586
25343,23.155906,28.547167
25344,23.162199,28.351672
25345,23.174623,28.280288
25346,23.00461,27.944588
25347,23.078692,28.29221
25348,23.138424,28.034702
25349,23.067314,28.196621
25350,23.097338,28.441578
25351,23.115982,27.718645
25352,23.183086,27.934636
25353,23.111702,27.770477
25354,23.09065,27.731758
25355,23.070265,27.696206
25356,23.064693,27.854209
25357,23.099945,27.549466
25358,23.137265,27.688197
25359,23.093554,27.67496
25360,218.78058,3.4991219
25361,218.81083,3.0233454
25362,218.81327,3.1746804
25363,218.83262,3.0251409
25364,218.69285,3.5258113
25365,218.76329,3.1097493
25366,218.6523,3.3323711
25367,218.78648,3.1026429
25368,218.81344,3.1422105
25369,218.66082,3.2374772
25370,218.75627,3.4524572
25371,218.65909,3.4530902
25372,218.83711,3.6227111
25373,218.76081,3.7107575
25374,218.78991,3.660666
25375,218.71045,3.7783234
25376,218.69338,4.0460792
25377,218.78345,3.8999146
25378,218.76152,3.8336412
25379,218.77419,4.0159533
25380,218.665,3.9671799
25381,218.78846,4.1861523
25382,218.78531,3.8082399
25383,218.70734,3.8817925
25384,218.69403,4.3017851
25385,218.66426,4.3443566
25386,218.77935,4.1034208
25387,218.59865,2.9913582
25388,218.63863,3.1600066
25389,218.56408,3.1828938
25390,218.51414,3.1553707
25391,218.53353,3.3350067
25392,218.59395,3.4798308
25393,218.50244,3.0418074
25394,218.54578,3.429698
25395,218.55392,3.3799979
25396,218.49339,3.2483716
25397,218.53476,3.458789
25398,218.561,3.4822816
25399,218.6871,3.700689
25400,218.52408,3.5184244
25401,218.62489,3.6210781
25402,218.50495,3.0113749
25403,218.65928,3.689411
25404,218.57578,3.9050872
25405,218.5336,3.8074926
25406,218.53335,3.9530227
25407,184.33297,32.628098
25408,184.2949,32.372674
25409,184.35693,32.318959
25410,184.30721,32.60605
25411,184.34483,32.444508
25412,184.26695,32.319856
25413,184.31389,32.200602
25414,184.23324,32.232857
25415,184.44716,32.490372
25416,184.24056,32.206222
25417,184.31224,32.235312
25418,184.22833,32.181404
25419,184.37737,32.120271
25420,184.29209,31.682332
25421,184.54274,31.947004
25422,184.5207,31.995985
25423,184.30527,32.098936
25424,184.47295,31.624526
25425,184.5087,31.692103
25426,184.47603,31.507912
25427,184.52418,31.622978
25428,184.30887,31.670996
25429,184.43747,31.5263
25430,184.43565,31.501971
25431,184.33512,31.443106
25432,184.51919,32.610271
25433,184.64946,32.573896
25434,184.65005,32.62874
25435,184.52572,32.479116
25436,184.58916,32.40948
25437,184.55377,32.524396
25438,184.56569,32.395692
25439,184.55747,32.372431
25440,155.58077,12.914514
25441,155.62841,12.711782
25442,155.86467,13.640784
25443,155.64213,14.054687
25444,155.81563,13.829445
25445,155.8445,13.568993
25446,155.72127,13.360884
25447,155.8158,13.682279
25448,155.78059,13.214875
25449,155.67045,13.461925
25450,155.73613,13.345485
25451,155.69728,13.401869
25452,155.81256,13.169985
25453,155.75438,13.589537
25454,155.67248,13.22317
25455,155.65572,13.313687
25456,155.78036,13.081891
25457,155.89457,13.112104
25458,155.87867,12.927469
25459,155.835,13.052824
25460,155.84612,13.088072
25461,155.90527,12.949195
25462,155.84737,13.034228
25463,155.82396,13.086051
25464,155.7173,13.157833
25465,155.77353,13.055983
25466,155.77937,12.840213
25467,155.81335,12.814962
25468,155.85963,12.815661
25469,155.81285,12.752165
25470,155.80118,12.934162
25471,155.78897,13.000115
25472,155.866,13.703731
25473,155.96847,13.244004
25474,155.901,13.591224
25475,155.96776,13.222304
25476,155.92635,13.210242
25477,155.95702,13.806904
25478,155.92351,13.620735
25479,155.93519,13.651381
25480,155.83433,13.212178
25481,155.88103,13.291834
25482,9.22171900000001,5.9834023
25483,9.32264620000001,6.3733005
25484,9.34277279999998,6.2030811
25485,9.19997649999999,6.587256
25486,9.34995839999999,6.4131052
25487,9.2972924,6.7905986
25488,9.33824970000001,6.3455767
25489,9.23249040000002,6.7846961
25490,9.36338219999999,6.3165583
25491,9.23794020000003,6.8013861
25492,9.1009239,6.9053026
25493,9.12514220000003,6.8750852
25494,9.08595880000001,6.8855838
25495,9.24560869999999,6.8682366
25496,9.243379,6.8265605
25497,9.10052389999998,6.9548686
25498,9.19112639999997,7.1020523
25499,9.12310289999999,7.0799006
25500,9.10150909999999,6.9860295
25501,9.25521270000002,6.9243191
25502,9.06961009999998,7.3345013
25503,9.0712115,7.3152401
25504,9.13288169999998,7.0236228
25505,9.08479340000002,7.2573881
25506,9.14837390000002,7.4419194
25507,9.16863740000002,6.9397079
25508,9.07086199999998,7.3651179
25509,9.08421220000002,6.029684
25510,9.12958099999997,6.0624518
25511,9.05617230000001,6.6961089
25512,9.17135819999999,6.0026189
25513,9.15046899999999,6.2585202
25514,9.09613510000003,6.2307606
25515,9.11541620000003,6.5643257
25516,9.08691169999997,6.548631
25517,9.17046019999998,6.8168093
25518,9.13734979999998,6.7110904
25519,9.07043179999999,6.8209951
25520,9.20832639999998,6.4738669
25521,9.09754600000002,6.8227276
25522,9.1823928,6.4917014
25523,8.98126680000001,6.9357396
25524,8.93985450000002,7.1856097
25525,8.94884330000002,6.888025
25526,9.04340339999999,6.8477193
25527,153.99553,24.642883
25528,153.94529,24.683846
25529,154.03019,24.801761
25530,154.04816,24.761576
25531,153.91985,24.772089
25532,154.01001,24.828547
25533,154.01961,24.863157
25534,153.99962,25.061539
25535,153.98769,25.108046
25536,153.92613,24.021861
25537,153.96767,24.109075
25538,153.44973,24.376223
25539,153.64804,24.289783
25540,153.69087,24.420962
25541,153.76706,24.214668
25542,153.8472,24.353851
25543,153.78,24.421373
25544,153.8485,24.487009
25545,153.84763,24.528159
25546,203.89348,23.406672
25547,203.86635,24.503354
25548,203.83944,24.733971
25549,203.84412,24.52244
25550,203.78343,24.537824
25551,332.21313,0.22946869
25552,332.62631,0.11838014
25553,332.28345,0.23028874
25554,332.42987,0.36291176
25555,332.24026,0.08949402
25556,332.30685,0.25977135
25557,332.29239,0.061500344
25558,333.0842,0.5613609
25559,333.16626,0.73559952
25560,333.09186,0.97305274
25561,333.02463,1.1736186
25562,333.22644,1.0830916
25563,333.16217,1.2074083
25564,332.98593,1.2005414
25565,333.11639,1.2146753
25566,333.02505,1.1157993
25567,333.12015,0.84587872
25568,333.13541,0.52424991
25569,333.1597,0.67673254
25570,333.19937,1.0849408
25571,333.22684,1.1337879
25572,333.04749,0.67157114
25573,333.04144,0.71925271
25574,333.27731,0.59854418
25575,333.29617,0.84667766
25576,332.81406,0.35009769
25577,332.90326,0.5011999
25578,333.4194,0.92224092
25579,333.36693,0.54424248
25580,333.33475,0.85565346
25581,332.93585,0.32683441
25582,333.21124,0.29631576
25583,333.15686,0.26909122
25584,333.17877,0.30434796
25585,333.14905,0.16224524
25586,332.95975,0.21714048
25587,333.1702,0.50155652
25588,332.96527,0.18903516
25589,333.12515,0.078274302
25590,332.96857,-0.012705165
25591,332.98734,0.17043708
25592,333.2598,0.42854089
25593,333.1344,-0.046862885
25594,333.02759,0.45572364
25595,333.27176,-0.010036988
25596,333.09222,0.2605269
25597,333.13919,0.14988907
25598,333.70783,0.78795804
25599,333.61957,0.86960042
25600,333.70578,1.2570456
25601,333.85812,0.87795502
25602,333.75204,1.0856818
25603,333.69057,1.0707557
25604,170.69376,1.2986803
25605,170.6724,1.0856132
25606,170.68418,1.3190361
25607,170.68993,1.5996753
25608,170.7928,1.5792401
25609,170.71635,1.3464346
25610,170.71124,1.5443144
25611,170.75123,1.4756297
25612,170.72942,1.4108989
25613,170.69073,1.5599353
25614,170.73191,1.8857517
25615,170.62899,2.0997319
25616,170.75557,2.305411
25617,170.62448,1.7818069
25618,170.69908,1.7905544
25619,170.6206,2.009798
25620,170.76677,1.8956251
25621,170.71123,1.8559975
25622,170.7756,2.0485484
25623,170.67176,2.4811522
25624,170.75822,2.4547985
25625,170.61505,2.2618446
25626,170.77782,2.3461074
25627,170.66739,2.2933031
25628,170.75358,2.3215254
25629,170.72253,2.101184
25630,170.69365,2.1856338
25631,170.52742,1.184227
25632,170.52451,0.7893441
25633,170.53917,1.2887511
25634,170.41768,1.3474122
25635,170.40782,0.9028071
25636,170.56769,1.262913
25637,170.42473,1.5207665
25638,170.48146,1.3020459
25639,170.63801,1.1256151
25640,170.57807,1.4647736
25641,170.43304,0.95379411
25642,170.45625,1.537191
25643,170.42574,1.0840648
25644,170.63838,1.3224617
25645,170.63198,1.3002996
25646,170.43968,0.98878812
25647,170.50157,1.9783782
25648,170.55558,2.0019836
25649,170.50456,2.1934045
25650,170.49806,2.3020379
25651,170.5858,1.9683313
25652,240.70285,51.279941
25653,240.46197,50.296894
25654,240.44793,50.276035
25655,240.36632,50.122901
25656,240.5039,50.047541
25657,240.57997,50.180686
25658,240.56333,50.151587
25659,240.55698,50.495237
25660,240.47332,50.61342
25661,240.50725,50.597507
25662,240.55497,50.595177
25663,240.48414,50.394217
25664,240.53632,50.39827
25665,240.51645,50.662975
25666,14.327523,28.450474
25667,14.303377,28.757559
25668,14.402496,28.393801
25669,14.35157,28.521552
25670,14.402738,28.465124
25671,14.27149,28.268961
25672,14.268626,28.486008
25673,14.319485,28.229425
25674,14.473545,28.318554
25675,13.732389,29.38632
25676,13.697877,29.555942
25677,13.770649,29.538365
25678,13.693007,29.377831
25679,13.685796,29.583267
25680,13.728613,29.601657
25681,13.707964,29.687251
25682,13.862331,29.740671
25683,13.787735,29.795064
25684,13.827645,29.896103
25685,13.819873,29.993348
25686,13.71149,29.82938
25687,13.869581,30.025985
25688,13.497575,29.497168
25689,13.588521,29.470985
25690,13.604743,29.571577
25691,13.477868,29.516873
25692,13.679439,29.636916
25693,13.623119,29.463635
25694,13.377029,29.645988
25695,13.607246,29.783261
25696,13.541643,29.729918
25697,13.518998,29.715579
25698,13.541564,29.747469
25699,13.666017,29.877071
25700,13.580158,30.034947
25701,13.06878,28.746336
25702,13.209677,28.767207
25703,13.352502,28.94588
25704,13.10826,28.796047
25705,13.33248,29.457976
25706,13.293078,28.977243
25707,153.42767,12.657933
25708,153.38148,12.390125
25709,153.52763,12.259003
25710,153.50477,12.356068
25711,153.3734,12.320971
25712,151.97175,11.526705
25713,151.94854,11.462492
25714,151.91209,11.301648
25715,151.89848,11.44565
25716,151.92113,11.426797
25717,151.88674,11.383856
25718,151.88122,11.488941
25719,152.03337,11.156141
25720,151.97638,11.269229
25721,152.00958,11.232675
25722,152.07577,11.296605
25723,151.94641,11.256927
25724,152.08283,11.222184
25725,151.92534,11.021899
25726,152.08126,10.827419
25727,151.927,10.67511
25728,151.99027,11.021938
25729,152.06894,10.874682
25730,152.08159,10.93609
25731,152.03851,10.824482
25732,152.01156,10.883196
