ra,dec
8.6812956,-0.04074809
8.6891659,15.102198
8.6925595,0.11437293
8.6992853,-10.780443
8.7015746,-9.7488963
8.7040462,15.608147
8.7142214,-1.1282345
8.7334604,-8.9498993
8.7355261,-10.487642
8.7367813,-10.613585
8.7400986,-0.49330815
8.7415349,-9.3421963
8.7477861,-0.29814362
8.7492421,-10.632953
8.7621117,-9.368413
8.7651895,-9.4252229
8.7755239,14.35174
8.7769829,-0.15084922
8.7770563,14.354837
8.7776725,-0.61411868
8.7805405,15.842857
8.7815309,0.62610239
8.7844305,13.845921
8.7856076,-0.13369786
8.7985447,0.19763072
8.8071782,14.65197
8.8105455,0.69598143
8.8110923,1.0661103
8.8199704,0.22697804
8.8245749,-0.15551805
8.8285269,1.2478549
8.8333528,0.26578224
8.834973,-9.9126967
8.8437519,0.32916004
8.8598209,-9.760325
8.8661534,-10.777692
8.8667959,0.34540982
8.8716026,0.92304408
8.8792534,-0.86424811
8.8793378,15.706907
8.8801276,0.99695654
8.8808612,0.82878556
8.8844232,-10.491714
8.8865221,-0.17915089
8.8972485,14.737282
8.8994876,-9.9665077
8.9019283,0.54383147
8.9054034,-8.884456
8.9064829,0.92406694
8.9067282,15.8641
8.9090117,-10.413785
8.9095915,-11.112624
8.9152629,13.902592
8.9196006,-9.1695386
8.9213676,-0.20379843
8.9270496,15.729027
8.9278805,-1.0968544
8.9286423,1.2170572
8.9286778,1.1699773
8.9313255,-9.0617541
8.9362205,15.780065
8.9390789,0.6972398
8.9404304,15.527638
8.94421,13.88004
8.9455883,13.983735
8.9458702,1.1347094
8.9489444,-0.46009231
8.9511656,-10.794532
8.9512749,-10.790078
8.9539655,0.99899724
8.95713,-9.5774874
8.9612424,0.86935203
8.9647545,-9.685502
8.9658602,-0.48372253
8.9740773,-10.71081
8.975217,0.28697881
8.9759577,-10.087687
8.9771476,-10.67903
8.9874333,-10.955699
8.9929332,-10.583933
8.9943618,-10.139825
8.9953513,-10.964101
8.9977361,-11.023136
8.9993006,-10.121685
8.9994772,-10.93333
9.0008324,3.8286102E-3
9.0009654,-9.0711578
9.0057342,-11.203876
9.0083135,-9.8885209
9.0099908,-9.0444963
9.0175126,-10.427756
9.0236079,14.639516
9.0255667,-9.2891295
9.0337346,-10.008047
9.0340179,-9.4266671
9.0359938,0.06761367
9.0575817,0.31030344
9.061399,-9.9895278
9.0636406,-9.8118755
9.0702174,-9.1323063
9.0769618,-9.0489742
9.0810171,-9.8888275
9.0818409,1.1797056
9.0905406,-10.852138
9.0937563,15.728188
9.0988439,-9.0442109
9.105921,-10.840041
9.1205436,-10.106076
9.1218442,-0.72854266
9.1232972,15.826518
9.1262441,-0.28740345
9.1269222,1.1392667
9.1273125,14.62177
9.1321421,0.56327785
9.1338543,-9.5971919
9.1430274,-10.827771
9.1483055,14.945781
9.1494187,-10.050994
9.1503092,-10.404995
9.1536784,16.125756
9.1548638,-9.3510597
9.1602439,-10.145703
9.1612902,14.395537
9.164704,-11.032519
9.1652319,14.617943
9.1718886,-10.286383
9.1733074,-10.067377
9.1765267,-10.849311
9.1781779,-8.872241
9.1818017,0.88945221
9.1898249,0.24456267
9.1935398,0.68527616
9.1935464,14.993574
9.1984396,-10.741228
9.2160548,-9.2930541
9.2183863,-10.869418
9.2264548,-1.1291692
9.2276639,-10.744649
9.2309843,-9.3690347
9.2397603,-9.629857
9.2431829,15.064398
9.245369,-1.2209385
9.2461128,-0.91555799
9.2490325,0.39771546
9.2498472,14.974435
9.2506094,-9.4145021
9.2515907,-10.695378
9.2557064,-0.54674942
9.2643365,14.215734
9.2699944,-1.1599499
9.270433,-10.610541
9.2704366,-1.0312694
9.2709525,0.42685557
9.2743124,0.75555126
9.2770794,15.616028
9.2825796,0.41016715
9.2834746,14.530222
9.2845803,-9.4927209
9.2910669,0.92537481
9.291224,14.510158
9.2916172,15.649882
9.2921286,-1.1055467
9.2936033,-8.9615025
9.2940235,-9.4570149
9.2961974,15.264872
9.2975412,-10.283402
9.2983623,-0.05848602
9.3008746,-1.1432663
9.3037979,-11.060856
9.3057247,1.0143576
9.3089188,-10.433868
9.308948,-10.628327
9.3093182,15.623172
9.3093894,-1.0983955
9.3107995,-9.9699973
9.3122233,-9.4537021
9.3152816,-9.3365361
9.3205292,-9.1040344
9.3267599,-8.7647888
9.3288601,1.0955043
9.32967,0.52757625
9.3305411,-10.818804
9.3323229,0.14288589
9.3359986,-0.16376946
9.3386775,15.013243
9.3487156,15.028801
9.3555943,15.459035
9.3582774,-9.5072246
9.3591182,-9.4562599
9.3629105,15.014765
9.3677205,-10.759226
9.3678177,15.626255
9.3789377,0.04392409
9.3857944,14.545491
9.3903445,-9.218984
9.3983487,-10.863081
9.3985879,0.09671326
9.3992204,0.28068526
9.4086946,15.660886
9.4131424,15.689585
9.4133008,-9.0468037
9.4141149,15.637194
9.4149736,14.738546
9.4153489,15.739559
9.4310583,13.89404
9.43119,-9.0471778
9.4327463,-9.0654137
9.4351034,-9.4267928
9.4386663,-9.4747884
9.4394083,14.711658
9.4409893,14.380655
9.4413055,1.0940929
9.4460753,0.16373092
9.4520079,14.932809
9.4547762,15.532194
9.4555965,-10.78501
9.459131,-9.0908314
9.4673812,15.604231
9.472603,-1.1910793
9.4792316,15.26279
9.4800023,-0.35949622
9.4829296,-9.253123
9.4884655,15.123927
9.4912161,-0.03231431
9.4931569,14.547307
9.4992296,0.70998732
9.5039287,14.064122
9.5092968,14.462319
9.5109005,-9.190116
9.5180555,-0.74980708
9.5288183,14.748873
9.5370988,-0.41319212
9.5458662,15.482705
9.5482286,14.022447
9.5543219,15.855584
9.555131,13.764199
9.5577771,1.0550756
9.5610613,0.21040779
9.5638311,-0.69277035
9.5646889,-9.7301262
9.564773,14.580012
9.564869,-0.96736313
9.5709908,-0.26798957
9.5720932,-0.61921885
9.5724308,13.99042
9.5755273,0.14417547
9.5760988,-11.076436
9.5768621,-10.365496
9.580835,0.16445563
9.5849019,-0.27598155
9.5883983,0.10558546
9.5884425,0.03385908
9.5978646,-0.60799126
9.5988574,15.039593
9.6054943,0.22120666
9.6070741,16.188556
9.6133913,15.372483
9.6166905,-9.6266407
9.6172127,0.1224288
9.6205581,0.09748521
9.6240254,-9.3228255
9.632303,15.235837
9.6396563,-9.4055131
9.6400056,-9.3213087
9.6426704,-9.1128536
9.6434373,-8.7663554
9.6440684,-2.7176879E-3
9.6451696,-10.34182
9.6554893,15.370322
9.6567607,-9.8716526
9.6579255,-0.78368022
9.6603945,-11.046992
9.6605652,-0.4259638
9.6645233,-0.10987643
9.6697569,-9.4673721
9.6794278,0.58103772
9.6805403,0.55740091
9.6855482,-0.10368622
9.6922905,15.397978
9.6950794,-9.5112217
9.6955778,0.15860423
9.6976425,14.483031
9.6998581,0.58262222
9.7011839,15.686826
9.7033675,0.18010269
9.7042392,-9.7895489
9.7057518,0.11059083
9.7066501,0.0831363
9.7102856,-0.0943252
9.7129944,-8.736266
9.7146021,16.080719
9.7190969,-9.4120843
9.7251853,0.16041417
9.7258658,16.060938
9.7314196,-1.1179423
9.7320547,14.070046
9.7329781,-0.80608098
9.7337022,0.09537166
9.735787,0.29925437
9.7403194,13.978008
9.7477055,0.10185519
9.7507145,0.05629257
9.7509834,-9.0145569
9.7534869,15.835844
9.7606905,-0.15650336
9.7612179,14.088883
9.762909,-0.81979307
9.7665562,14.600229
9.7690436,-9.3151473
9.7759345,-9.2166811
9.7782179,-8.7995068
9.7805352,14.824343
9.7848945,-10.975861
9.7857526,-8.9060496
9.793436,15.147098
9.7942147,13.794679
9.7972844,-0.96522237
9.8020445,-0.75268456
9.8072979,0.86179965
9.8144096,0.94252239
9.8175126,-9.0727309
9.8205143,14.342797
9.8214872,-0.70781601
9.8283022,0.89193827
9.8290677,-0.45631162
9.8310837,-1.148666
9.8338762,-10.482081
9.8402528,0.37214346
9.840282,14.469862
9.8409362,0.18365573
9.8425665,-0.55679536
9.8452019,-8.8237272
9.8458249,-9.1651154
9.8471224,14.686229
9.8471597,-0.92792758
9.8529331,14.456305
9.8532764,0.29297675
9.8616214,14.166949
9.8637816,14.141205
9.8736228,1.0638213
9.8784349,-9.9835737
9.8790062,-9.0396687
9.8837311,16.083707
9.884403,15.223217
9.8854192,15.231161
9.8883913,0.59740896
9.8920393,-8.7333939
9.8951018,0.85988943
9.8986815,-9.2417736
9.8991221,-9.194524
9.9053504,0.21048856
9.9076216,-0.32877698
9.9096639,14.664269
9.9108868,-9.5355692
9.9122578,0.22982754
9.9158218,14.718954
9.9183879,-10.510483
9.9217176,-10.201977
9.9287834,-10.013918
9.9306065,0.96064315
9.9307531,-10.63965
9.9376352,-8.8565768
9.9413348,13.985921
9.9455776,14.773603
9.9483534,-9.803053
9.9511896,-9.1053668
9.9515861,-9.142931
9.9516971,-9.243605
9.9517105,15.559535
9.9520118,-9.8591028
9.9632647,0.02348061
9.969971,15.764162
9.9729936,-8.8182618
9.9759943,-11.135933
9.9804944,15.680182
9.9814386,-0.80002343
9.9832335,-8.8532063
9.9833986,14.261651
9.9835138,-8.7344932
9.9837925,1.1427552
9.9916784,-10.554351
9.9962669,-9.4344266
9.999484,1.0652192
10.007061,-9.881247
10.007914,-0.67960928
10.011277,14.229155
10.012657,-9.5651142
10.0201,-9.1956579
10.020365,-9.0507018
10.028762,0.68312038
10.030857,14.984116
10.031428,15.773991
10.035692,-9.286173
10.037751,14.108882
10.03792,14.225522
10.038114,-1.1913436
10.043962,-10.440586
10.044969,-11.085915
10.052314,-8.9990148
10.055149,0.11379296
10.055647,0.34498304
10.056886,0.63238523
10.056994,0.05756285
10.075407,-9.5348257
10.076139,-9.4745008
10.076255,-8.941787
10.077852,-8.8825218
10.082236,-0.09274895
10.097869,14.613749
10.103737,14.088621
10.104589,-8.9945139
10.106969,-9.8668862
10.112071,-0.0454237
10.113086,-11.082491
10.114081,13.793248
10.114722,-9.7201029
10.115234,15.353586
10.120562,0.02265712
10.120575,-9.6249893
10.121092,-10.305486
10.128363,1.2035923
10.132719,15.428843
10.141105,-0.57327052
10.142768,-10.476351
10.143316,-8.8349309
10.145757,-9.4095663
10.14622,-0.29365619
10.152861,0.8764028
10.153897,-0.49795132
10.157721,-0.33066247
10.158529,-8.881354
10.161073,-10.845838
10.163166,-10.774064
10.167894,-8.9889292
10.169866,-10.924922
10.170298,-8.8164501
10.175425,-11.166005
10.175907,-9.4781126
10.177038,-9.4254529
10.181399,-8.9575806
10.183598,-9.3996856
10.184087,13.943282
10.184363,-9.3731139
10.185832,-1.084982
10.186042,-10.286704
10.188079,14.117659
10.189306,-8.8608462
10.189514,-10.582645
10.193639,-8.8347211
10.195033,-9.5504097
10.19812,0.62187578
10.199789,0.81809308
10.20516,0.03132663
10.209867,13.776146
10.209894,-8.8973951
10.210066,-9.223122
10.213264,14.355984
10.213454,14.97055
10.213478,15.319699
10.214037,14.726443
10.216006,-9.3912829
10.218809,-0.27895129
10.2207,-10.894316
10.222051,-9.3671908
10.222466,-9.7341131
10.223597,-9.1020355
10.223649,-11.051587
10.227057,-10.635196
10.232872,15.563668
10.233247,-10.689682
10.237807,13.914036
10.239722,15.821858
10.242185,-8.9465232
10.244452,15.836019
10.246205,-8.999499
10.247325,15.850982
10.251701,-0.32846993
10.252348,0.66430205
10.255184,-0.28725585
10.256805,-11.18123
10.257818,-9.2092175
10.259667,-8.8545122
10.260027,15.40222
10.260433,13.853821
10.262404,13.755652
10.262978,14.380171
10.264345,-9.9411221
10.264937,-9.7695774
10.268808,0.90360375
10.274651,0.51210562
10.277194,-9.2969518
10.279569,-9.4481607
10.281123,-0.24149877
10.284811,15.385634
10.287333,15.881252
10.288573,-9.8597478
10.295271,0.65503849
10.296361,-9.9248876
10.296838,-8.8378102
10.297676,-10.559533
10.29837,15.052758
10.298589,-9.1714415
10.300819,13.81868
10.300908,-9.1695356
10.301322,14.331033
10.301354,-9.3432158
10.302898,-0.63395084
10.303303,-9.5344057
10.303778,-9.1501243
10.303882,-9.0381526
10.303997,1.1117937
10.305644,-8.8984669
10.307309,-9.8754607
10.309372,-8.9317688
10.31742,15.217108
10.319437,14.64575
10.323559,-1.0898854
10.324025,15.858101
10.324568,-9.9687266
10.326409,-8.7541289
10.32646,-9.7724019
10.326644,-9.4866115
10.327076,-9.0774062
10.329168,-9.3898848
10.329314,-9.5732958
10.330762,-10.064394
10.331441,-9.4190997
10.331936,-9.2453891
10.331978,0.53634165
10.332875,-9.2839076
10.335928,14.568992
10.338779,-8.7250853
10.340568,-9.328647
10.341553,1.1528656
10.343717,-11.075693
10.343957,-9.9170715
10.344103,-9.8781917
10.344204,-9.3096214
10.3478,-9.868484
10.348255,15.185836
10.349067,15.352971
10.349474,-0.06496835
10.351441,-8.7006157
10.353608,-8.9738469
10.355029,-9.755966
10.35525,14.90641
10.355478,13.726386
10.356062,-10.055479
10.356127,-9.7718667
10.358514,13.945373
10.359451,14.405649
10.361098,15.263563
10.362862,-9.2284778
10.363505,15.049573
10.364186,-9.2662487
10.366068,-9.3915872
10.368276,-9.8112864
10.369033,-9.5740992
10.372818,-10.013224
10.3764,-0.54622024
10.376794,-9.2352142
10.376944,-9.3591028
10.377554,-10.990039
10.378064,-9.0374712
10.379095,-9.2983527
10.379701,-9.1931445
10.380224,-9.6975203
10.382996,-9.3340118
10.384282,-8.7441618
10.384322,13.923728
10.385313,-10.041286
10.388627,-9.2490616
10.389223,-9.1565081
10.389931,1.2337197
10.391152,-8.932338
10.391239,-10.021442
10.393543,15.145027
10.393576,-10.886271
10.395394,-9.8680667
10.395466,-9.0131213
10.395584,-9.3606937
10.396092,-9.0933231
10.396406,-9.8102407
10.398195,-1.0920161
10.400011,1.0737124
10.400015,-9.1873223
10.40036,-10.741242
10.400858,-8.9929701
10.400877,-9.3250982
10.404733,0.39204311
10.404936,-9.2210058
10.405188,-9.5481825
10.406996,-0.33050149
10.407968,-10.541199
10.408358,0.25764364
10.41117,15.184707
10.412372,-9.4633475
10.414264,-9.4145942
10.417392,0.20875108
10.418121,-9.1716927
10.419857,-9.2754658
10.422109,-9.3158831
10.42242,-9.4393267
10.424128,-0.61506075
10.42694,-9.3572261
10.427281,14.299022
10.428763,-9.1042511
10.430121,-10.138957
10.431473,-9.4251423
10.432247,0.09099644
10.433541,-8.7676084
10.43387,14.489855
10.435171,1.1435715
10.436633,-9.3381946
10.439389,-9.6758537
10.441032,-9.4430049
10.441041,-9.1624297
10.442177,1.1770721
10.443755,14.853439
10.444937,-9.3869349
10.446792,-9.1370695
10.44831,15.159062
10.448963,-11.008232
10.450289,-9.4584651
10.450944,-9.2842204
10.451328,-0.87766847
10.451867,-8.8904758
10.454229,-9.9513138
10.455427,-0.41039495
10.458074,-10.323882
10.459036,-9.4298563
10.459776,-9.4717452
10.459907,-9.3271616
10.45995,-1.02387
10.460272,-9.3031461
10.466301,-9.5329072
10.466323,-9.6164258
10.467226,-10.460998
10.468079,-0.42958459
10.469311,-8.8121349
10.469728,13.698658
10.470158,-9.3584144
10.47059,-10.734822
10.472083,-10.832705
10.472884,-10.23423
10.47293,-9.4955509
10.477273,-9.4327852
10.477834,13.996009
10.482236,-9.0429892
10.483852,14.046113
10.484742,-9.3824237
10.485294,-8.6969827
10.487593,-9.7131748
10.488949,-9.5899411
10.489792,-9.2819984
10.489855,-8.8656024
10.49078,-9.3153327
10.49181,15.355906
10.495849,-0.49428972
10.498664,15.354327
10.502242,-9.2007307
10.502698,-9.8344426
10.503466,14.46786
10.506222,-9.8430015
10.508256,0.52126277
10.509081,-9.2410415
10.510398,-9.1445651
10.513617,-9.4710809
10.514521,-10.524102
10.515675,0.71895341
10.517342,-9.4282187
10.518153,15.208739
10.518893,14.089017
10.519423,15.263113
10.519854,-9.1324485
10.520954,-9.5344476
10.522057,15.420378
10.52329,-9.7333422
10.524426,-9.0446362
10.525083,-9.6017529
10.525117,-8.6975099
10.529618,-9.8320681
10.530122,-9.8727681
10.530691,-9.2384642
10.531706,-9.4765435
10.534294,-10.491416
10.534925,-10.303774
10.537676,-9.4337557
10.537833,15.08696
10.538531,-0.08788233
10.542871,-8.9309941
10.546041,-9.5083994
10.547121,0.90453564
10.547452,15.253903
10.547652,-10.193393
10.547807,-1.1760616
10.548176,-0.32483972
10.548681,-9.9705417
10.548955,-9.459127
10.549646,-9.8818964
10.550902,-10.961833
10.551788,-9.6951702
10.551836,-0.71432299
10.554091,-9.2974038
10.556109,-11.137876
10.562467,-10.737473
10.563766,-9.43933
10.566123,0.84547343
10.566306,-9.5478065
10.571967,-9.4799696
10.57342,-9.0271805
10.574406,0.37062618
10.574608,-8.8088574
10.576921,-9.653383
10.577937,-9.9036544
10.578148,-9.2579017
10.579993,-9.3877263
10.582872,-9.4243208
10.583114,-9.8589156
10.583163,-9.3552435
10.588337,15.289971
10.589644,14.254374
10.590273,-9.1166583
10.590322,15.722646
10.59116,-8.7437995
10.594192,15.926007
10.595954,-10.810677
10.596966,-9.8129581
10.600661,-10.512721
10.600917,-9.2712664
10.602012,-9.8736245
10.603558,-9.2053896
10.603737,14.705106
10.606409,-9.6191342
10.607442,-0.29319612
10.610077,15.453994
10.610435,14.705097
10.61083,-10.408097
10.614165,-9.4246482
10.614748,-9.6766662
10.615475,-8.764079
10.618175,-10.871469
10.618288,-9.8272721
10.619302,-10.312335
10.62291,-10.018533
10.623122,-9.3241001
10.624404,15.396676
10.625405,-9.0087392
10.626033,-10.255403
10.629373,1.0771455
10.632318,-9.2936698
10.634389,15.255972
10.63498,15.178921
10.63573,-9.4542031
10.639281,0.78823419
10.640613,-8.881493
10.641244,-9.1461904
10.641372,15.445177
10.641631,-9.9117221
10.642528,-9.1813831
10.643613,15.377384
10.644471,-9.0767498
10.644894,-9.6550471
10.65359,-10.822742
10.654911,-9.0387593
10.656343,-9.8947529
10.661111,-10.442521
10.66136,15.352572
10.662588,15.275311
10.663325,-9.3353239
10.663933,0.27740719
10.664246,-10.543415
10.664742,-9.5149491
10.667695,-9.3991749
10.668449,-10.796489
10.668867,-10.863165
10.672864,-8.946887
10.673139,-9.2617026
10.674844,-9.2919994
10.675,-9.800415
10.676084,-8.9244493
10.676801,15.225378
10.677293,-9.848283
10.678939,14.59635
10.67898,15.257636
10.681797,-9.8637987
10.682358,0.26384585
10.682922,-9.7391522
10.683694,-10.00307
10.685987,-9.5174582
10.686169,-9.5545223
10.689157,0.97700572
10.690799,-0.26016505
10.693449,15.381061
10.694978,0.30045075
10.698148,15.714201
10.700332,13.859072
10.701095,-11.17745
10.701539,-9.57794
10.701854,-9.4248271
10.702989,14.428058
10.704953,-9.4897719
10.706278,-0.29921711
10.706864,14.497047
10.707075,-9.9573061
10.709825,-9.8855925
10.709838,16.018662
10.715778,-9.6299499
10.71608,-9.8077825
10.716974,15.281508
10.717655,13.853118
10.719997,-9.7037665
10.727422,-9.3290085
10.727859,-9.2304352
10.728052,-9.1856632
10.72966,15.236302
10.731489,-9.7486924
10.731716,15.134078
10.732917,-1.0003833
10.738461,15.285933
10.739091,-9.3956387
10.744646,-9.4862864
10.746948,-9.4007069
10.747856,-9.2593222
10.749381,15.415811
10.75262,-9.2295613
10.754044,-9.3477893
10.756011,-9.8586817
10.756691,15.206609
10.756878,-10.028668
10.760079,13.998098
10.760201,14.019621
10.760412,15.219638
10.760534,15.327243
10.761194,-9.3642667
10.764032,14.915469
10.76501,15.293657
10.766443,-1.0175388
10.767338,-9.5452457
10.769623,15.241107
10.771245,-9.1776427
10.772,-9.4258015
10.773586,13.723775
10.77498,-9.8373995
10.776824,15.244654
10.779202,-9.4468765
10.783828,-9.5789913
10.784214,15.970933
10.785163,15.095123
10.787377,-10.234549
10.789781,14.929435
10.792154,-9.8614782
10.79262,16.002883
10.793341,-9.0568869
10.794665,-9.4384855
10.795063,-9.1283857
10.7954,-9.681683
10.796895,-10.979836
10.798353,-9.6377825
10.799266,15.267281
10.803897,-9.9112488
10.80624,15.331033
10.806936,-9.4492043
10.80899,-9.3625507
10.814272,-0.16085735
10.814635,15.251299
10.818476,-0.33882297
10.823782,-11.017099
10.824435,-9.597553
10.828461,-10.670493
10.831016,15.127106
10.832955,15.893911
10.83502,15.204615
10.835113,-10.625779
10.836773,0.99875869
10.836816,15.007201
10.837216,-9.2762085
10.839937,-11.096166
10.840482,15.139889
10.846765,14.087821
10.846826,14.181304
10.849257,-9.8648756
10.850119,-9.5153936
10.850201,-9.8486932
10.850767,0.96038552
10.851816,0.01639686
10.852136,-9.022059
10.854667,-9.4421498
10.855104,15.214587
10.856131,15.13358
10.857305,-10.837254
10.865384,-9.5094939
10.865846,-0.12807975
10.869178,-10.081052
10.872652,15.403755
10.874455,-11.022848
10.876376,-9.1899532
10.876967,15.733564
10.877064,-9.7331482
10.880033,-9.8632985
10.883605,14.054441
10.884504,1.19441
10.884543,15.202652
10.884908,14.34258
10.885118,-9.0700306
10.885383,-9.1265203
10.891932,-8.8436273
10.893613,-0.84671426
10.895848,14.555373
10.898937,0.87946395
10.899726,15.190027
10.901286,-9.4299368
10.901546,0.15525522
10.901797,-0.10584434
10.904185,-9.5737537
10.911289,14.641428
10.911297,-10.491278
10.91151,-9.5224292
10.913426,15.173788
10.914622,15.168336
10.916984,-10.584611
10.917865,15.197948
10.92324,-11.182151
10.926146,-0.16097813
10.928194,0.82536848
10.928557,-9.1254484
10.938126,1.0805798
10.940853,0.93055064
10.94821,15.649897
10.951437,-0.91458634
10.9556,15.200888
10.956259,15.146441
10.957441,14.739017
10.962601,1.1715796
10.963191,-11.12243
10.966152,0.80195716
10.968463,14.640172
10.971564,16.034121
10.972574,-9.537377
10.974253,-8.9626406
10.976013,-0.20585273
10.979558,-9.7287626
10.980559,-9.2296844
10.992427,-10.185542
11.00945,-9.7262831
11.00949,1.0771282
11.011532,15.306246
11.012882,-9.9897346
11.013491,14.570991
11.015593,15.049372
11.017602,15.237434
11.018086,0.0440472
11.020765,15.811855
11.029517,-10.062614
11.034679,-10.130598
11.044271,15.841503
11.046824,15.569058
11.048879,-8.9824318
11.056667,0.9179246
11.073427,-10.775117
11.076682,-9.0485409
11.07852,-9.5288432
11.086958,-10.537791
11.087157,-10.170087
11.095143,0.20493172
11.097106,14.287713
11.101834,-11.043768
11.120697,-9.4799662
11.12295,1.1083743
11.126993,-10.463672
11.127594,14.471624
11.128714,-10.180549
11.136769,14.719633
11.141607,-9.5592572
11.146394,-10.809255
11.1471,-0.13677884
11.14783,-10.344162
11.153903,-9.7667884
11.157167,-9.7643321
11.159899,-11.188766
11.161987,-0.36223271
11.164535,-9.702658
11.172372,-9.5988026
11.173966,-0.91307136
11.176652,14.703037
11.177009,13.672649
11.179462,-9.4628051
11.181115,0.89688341
11.182044,-11.044137
11.182451,-10.589033
11.183091,15.400542
11.188722,-0.5507722
11.191177,-11.017049
11.197911,-0.42741103
11.199416,0.24982612
11.20341,14.576342
11.207566,-9.5166934
11.208445,-9.8426314
11.209693,-0.19650117
11.210991,-10.356241
11.214083,-9.0613513
11.218771,14.845648
11.224838,-9.5287178
11.226524,1.0875873
11.228054,-9.1532962
11.242383,-9.2627851
11.246839,-8.8896837
11.248208,15.254062
11.248756,15.063592
11.251158,14.232114
11.25202,-10.57675
11.252035,-0.78972304
11.259941,14.474716
11.260603,-9.8081009
11.264205,14.720453
11.272591,-11.058704
11.273444,-0.33720988
11.278614,-0.92861095
11.278681,15.590708
11.27985,15.387898
11.283132,0.35446858
11.285994,15.264435
11.28606,15.428351
11.2878,-9.6316965
11.295725,14.18136
11.298379,-9.7319109
11.311979,15.781711
11.31422,15.061471
11.317824,15.798064
11.321912,15.163648
11.327016,-1.0467967
11.341067,-9.6166946
11.342271,-0.43507956
11.34246,0.11967707
11.34293,14.566693
11.343013,0.13736897
11.344315,-0.2127087
11.348422,15.894382
11.350687,14.259725
11.362548,-1.0549566
11.366292,16.108576
11.37789,15.372601
11.378194,-10.293558
11.379503,-10.916126
11.385265,-10.897492
11.386755,-1.0878182
11.387343,13.781351
11.387834,15.437853
11.388329,0.18157795
11.390097,-1.0151845
11.392104,-9.3828308
11.394491,-10.987161
11.397733,-0.41880677
11.400518,-10.611988
11.403184,-9.2822169
11.406105,1.1167137
11.41127,0.63959898
11.414194,13.701466
11.423192,15.41382
11.423698,-9.4980236
11.427817,-10.629312
11.43068,15.460911
11.432059,15.374442
11.43659,-1.0891185
11.440729,14.462298
11.444618,15.478826
11.447757,15.53723
11.45047,0.55067504
11.456195,-8.6931757
11.457622,-10.889622
11.460372,-10.165335
11.466359,-9.3282104
11.471707,15.421693
11.472391,14.033078
11.475359,15.237795
11.476472,14.380955
11.477223,13.894381
11.477488,-8.6954455
11.484453,13.812158
11.486911,0.88957955
11.488107,15.544415
11.490996,-9.1871208
11.491393,0.08208049
11.49181,14.913842
11.494497,15.221787
11.495943,-10.013178
11.501425,-1.17018
11.502818,15.371424
11.502823,13.808086
11.503482,-9.453943
11.510801,-8.8849317
11.510965,0.48321635
11.516431,-9.1742216
11.517291,1.1770751
11.518919,-9.5657013
11.52377,-9.503005
11.536708,-10.408613
11.538493,-9.1093739
11.543192,13.65286
11.562232,-10.418586
11.56569,15.316062
11.568076,-9.2886739
11.572576,-9.4042576
11.599163,-0.90220909
11.603267,14.400532
11.606808,-9.9273114
11.61362,-8.7935174
11.620181,0.10599559
11.621787,-9.8137339
11.625965,0.49674158
11.631482,14.984973
11.636951,-9.9532499
11.637216,-9.2549932
11.638001,16.053414
11.642412,-11.190411
11.649925,-1.0427553
11.654478,-0.2211442
11.65815,-9.2789629
11.658734,0.56724967
11.661616,-8.7309284
11.667609,13.773439
11.670184,-9.2091836
11.69054,-10.902919
11.69243,-10.430616
11.695199,0.56318144
11.696049,15.196318
11.696079,-0.70081647
11.700677,1.1848049
11.703901,-0.9102846
11.704671,15.244917
11.706953,13.931124
11.707546,0.69631606
11.713292,1.0063206
11.713743,15.304273
11.716491,-0.74919571
11.72225,15.527742
11.722379,-0.97911529
11.723995,0.612924
11.73045,-0.37148138
11.735947,-10.178409
11.742548,-9.2816739
11.742856,-9.7108475
11.745714,15.592709
11.750965,-9.7719747
11.759309,-11.097566
11.765147,15.528182
11.766276,-1.0854075
11.766413,15.495694
11.767297,0.31265866
11.769956,15.398503
11.773524,15.512073
11.779012,13.900201
11.79003,-11.060015
11.794008,-9.0839534
11.806085,-10.446699
11.810125,15.404019
11.810857,14.181934
11.813543,-9.356327
11.815638,15.184942
11.816706,1.0081211
11.819748,-1.1486314
11.824795,15.542252
11.830816,14.703501
11.833433,0.14314857
11.836139,-1.1057946
11.842262,14.16474
11.843096,-11.064974
11.854149,0.33715862
11.85601,-9.8526852
11.858937,-8.9528997
11.865322,-10.969356
11.865476,0.76169729
11.86593,-0.27714031
11.868666,14.7506
11.869293,15.518272
11.873584,15.794071
11.873993,-0.37545091
11.875782,-9.2428979
11.876044,16.136956
11.876436,15.69706
11.87883,15.887566
11.88891,15.233332
11.891774,-11.142998
11.89289,-9.4948668
11.896378,14.155133
11.903157,15.27051
11.90679,-9.7621466
11.914812,-9.0250333
11.917092,-9.0479142
11.918199,15.541709
11.918328,-10.706856
11.928583,15.221615
11.934514,-10.866388
11.935285,-9.045093
11.935996,0.59198649
11.943452,-9.8350754
11.94707,-9.3784243
11.948052,-9.8995826
11.951909,13.765198
11.956974,0.58096071
11.960239,-0.55812782
11.962995,-9.7952639
11.966062,-11.174876
11.96695,-9.6465284
11.968281,14.960731
11.969487,15.526266
11.974902,15.024938
11.975473,-9.7539172
11.981416,15.494523
11.984303,0.19192245
11.993234,13.780355
11.999117,13.74272
11.999225,1.2025442
12.012927,16.016093
12.01482,15.64298
12.020105,14.025056
12.024312,-0.21421362
12.026197,-9.1114956
12.036533,-9.7774911
12.039979,-0.91231475
12.04811,15.858478
12.049195,-9.2467374
12.050789,-0.21546384
