,flux_list,wavelength,z,ra,dec,objid
0,[8.711446  5.893944  6.3992786 ... 7.442719  6.268325  7.9362698],[3821.2024 3822.0815 3822.963  ... 9198.141  9200.257  9202.379 ],0.05622092,2.28232649102165,15.9178583687841,1237656496725229752
