,flux_list,wavelength,z,ra,dec,objid
0,[30.596626 33.245728 35.89512  ... 53.27969  50.236168 51.702717],[3799.2686 3800.1426 3801.0188 ... 9193.905  9196.0205 9198.141 ],0.04559058,2.02344596303101,14.8398237521302,1237652943176138868
